,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,name,position,value,Goals_Assists,position_short,team_short,understat_ID,xG,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,Difficulty,Avg_Difficulty,GW,Opponents,Home_away
303,,,477547,0,0,0,0,0,2,0.5,0.5,0,Leo Fuhr,0.0,243,False,,,40,477547.jpg,0.0,Hjelde,0.2,False,,a,Leeds,2,0,405,405,819,819,0.0,0.0,Hjelde,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,324,131,319,128,253,93,340,131,,,,,,,Leo Fuhr Hjelde Hjelde,Defender,0.0,0,D,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
304,,,224209,0,0,0,0,0,2,1.8,1.8,2,Rasmus,2.0,244,False,,,50,224209.jpg,0.4,Kristensen,0.6,False,,a,Leeds,2,2,1378,1378,2442,2442,0.4,0.4,Kristensen,90,0,0,0,1,0,0,0,0,0,0,0,13,15.2,15.8,4.0,3.5,111,57,74,21,143,40,118,34,,,,,,,Rasmus Kristensen Kristensen,Defender,0.4,0,D,LEE,10750,0.0,0.0,0.0,0.0,0.0,0.0,0.4525858759880066,0.4525858759880066,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
305,,,234370,0,0,0,0,0,3,1.1,1.1,2,Marc,2.0,245,False,,,50,234370.jpg,0.4,Roca Junqué,0.1,False,,a,Leeds,2,2,281,281,414,414,0.4,0.4,Roca,72,0,0,0,1,0,0,0,0,0,0,0,15,12.2,11.8,17.0,4.1,140,49,102,62,78,44,95,54,,,,,,,Marc Roca Junqué Roca,Midfielder,0.4,0,M,LEE,5086,0.025666622444987297,0.01301555149257183,1.0,1.0,0.0,0.025666622444987297,0.03868217393755913,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
306,,,427637,0,0,0,0,0,3,1.5,1.5,2,Brenden,2.0,246,False,,,55,427637.jpg,0.4,Aaronson,1.2,False,,a,Leeds,2,2,9747,9747,3071,3071,0.4,0.4,Aaronson,84,0,0,0,1,0,0,0,0,0,0,0,4,3.6,2.0,16.0,2.2,218,94,162,95,83,47,168,81,,,,,,,Brenden Aaronson Aaronson,Midfielder,0.4,0,M,LEE,10751,0.028160689398646355,0.0,1.0,0.0,0.0,0.028160689398646355,0.028160689398646355,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
307,,,470294,0,0,0,0,0,3,0.5,0.5,0,Darko,0.0,247,False,,,45,470294.jpg,0.0,Gyabi,0.1,False,,a,Leeds,2,0,133,133,315,315,0.0,0.0,Gyabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,451,168,454,176,418,154,463,175,,,,,,,Darko Gyabi Gyabi,Midfielder,0.0,0,M,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
308,,,200785,0,0,0,0,0,3,1.1,1.1,1,Tyler,1.0,506,False,,,50,200785.jpg,0.2,Adams,0.2,False,,a,Leeds,2,1,1095,1095,1078,1078,0.2,0.2,Adams,90,0,0,0,1,0,0,0,1,0,0,0,7,11.0,12.0,1.0,2.4,150,54,100,60,186,100,158,76,,,,,,,Tyler Adams Adams,Midfielder,0.2,0,M,LEE,7352,0.015242225490510464,0.028160689398646355,1.0,1.0,0.0,0.015242225490510464,0.028160689398646355,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
309,0.0,0.0,224995,0,0,0,0,0,3,0.0,0.0,0,Luis,0.0,508,False,Hamstring injury - Expected back 13 Aug,2022-08-01T17:30:04.996007Z,65,224995.jpg,0.0,Sinisterra Lucumí,0.2,False,,i,Leeds,2,0,150,150,2672,2672,0.0,0.0,Sinisterra,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,561,245,565,246,562,245,565,246,,,,,,,Luis Sinisterra Lucumí Sinisterra,Midfielder,0.0,0,M,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
310,,,433590,0,0,0,0,0,2,0.5,0.5,0,Cody,0.0,547,False,,,40,433590.jpg,0.0,Drameh,0.1,False,,a,Leeds,2,0,400,400,382,382,0.0,0.0,Drameh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,314,122,309,119,243,84,330,122,,,,,,,Cody Drameh Drameh,Defender,0.0,0,D,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
311,,,547701,0,0,0,0,0,3,0.5,0.5,0,Archie,0.0,565,False,,,45,547701.jpg,0.0,Gray,0.0,False,,a,Leeds,2,0,582,582,62,62,0.0,0.0,Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,469,183,472,191,436,169,481,190,,,,,,,Archie Gray Gray,Midfielder,0.0,0,M,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
312,,,15157,0,0,0,0,0,3,2.0,2.5,1,James,1.0,274,False,,,45,15157.jpg,0.2,Milner,0.8,False,,a,Liverpool,14,1,5505,5505,4186,4186,0.2,0.2,Milner,31,0,0,0,1,0,0,0,0,0,0,0,1,3.2,4.7,8.0,1.6,221,97,130,77,107,65,191,89,4.0,,,,1.0,,James Milner Milner,Midfielder,0.2,0,M,LIV,489,0.0,0.0,0.0,0.0,0.0,0.0,0.11667156964540482,0.11667156964540482,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
313,,,56979,0,0,0,0,0,3,3.0,3.5,2,Jordan,2.0,275,False,,,55,56979.jpg,0.4,Henderson,1.2,False,,a,Liverpool,14,2,5712,5712,6521,6521,0.4,0.4,Henderson,90,0,0,0,2,0,0,0,0,0,0,0,14,8.2,29.8,13.0,5.1,171,66,28,22,87,50,67,38,,,3.0,,,,Jordan Henderson Henderson,Midfielder,0.4,0,M,LIV,605,0.03935473412275314,0.5538455247879028,2.0,2.0,0.0,0.03935473412275314,1.2995939254760742,0.729066789150238,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
314,,,60914,0,0,0,0,0,2,4.0,4.5,1,Joel,1.0,276,False,,,60,60914.jpg,0.2,Matip,2.7,False,,a,Liverpool,14,1,5074,5074,12985,12985,0.2,0.2,Matip,90,0,0,0,2,0,0,0,0,0,0,0,19,30.4,1.8,0.0,3.2,39,13,167,52,548,208,129,39,,,,,,,Joel Matip Matip,Defender,0.2,0,D,LIV,332,0.0,0.0,0.0,0.0,0.0,0.0,0.13354934751987457,0.13354934751987457,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
315,25.0,,61558,0,0,0,0,0,3,0.8,3.5,1,Thiago,1.0,277,False,Hamstring injury - 25% chance of playing,2022-08-07T01:30:05.799195Z,55,61558.jpg,0.2,Alcántara do Nascimento,1.8,False,,d,Liverpool,14,1,4896,4896,46597,46597,0.2,0.2,Thiago,50,0,0,0,1,0,0,0,0,0,0,0,8,6.4,16.8,0.0,2.3,190,77,70,46,518,219,162,78,,,,,,,Thiago Alcántara do Nascimento Thiago,Midfielder,0.2,0,M,LIV,229,0.0,0.061388105154037476,0.0,1.0,0.0,0.0,0.07826588302850723,0.016877776011824608,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
316,0.0,0.0,81880,0,0,0,0,0,3,0.0,0.0,0,Alex,0.0,278,False,Hamstring injury - Unknown return date,2022-07-29T22:30:04.881961Z,50,81880.jpg,0.0,Oxlade-Chamberlain,0.0,False,,i,Liverpool,14,0,29,29,183,183,0.0,0.0,Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,479,190,485,199,451,177,491,197,,,,,,,Alex Oxlade-Chamberlain Chamberlain,Midfielder,0.0,0,M,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
317,,,92217,0,0,0,0,0,4,3.6,4.1,1,Roberto,1.0,279,False,,,80,92217.jpg,0.1,Firmino,1.4,False,,a,Liverpool,14,1,3976,3976,10793,10793,0.1,0.1,Firmino,50,0,0,0,1,0,0,0,0,0,0,0,4,7.4,4.2,6.0,1.8,178,11,136,17,126,25,188,22,,,,,,,Roberto Firmino Firmino,Forward,0.1,0,F,LIV,482,0.0,0.0,0.0,0.0,0.0,0.0,0.016877776011824608,0.016877776011824608,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
318,,,97032,0,0,0,0,0,2,4.3,4.8,1,Virgil,1.0,280,False,,,65,97032.jpg,0.2,van Dijk,14.8,False,,a,Liverpool,14,1,15545,15545,57153,57153,0.2,0.2,Van Dijk,90,0,0,0,2,0,0,0,0,0,0,0,12,16.4,0.8,2.0,1.9,104,52,209,71,179,54,184,67,,,,,,,Virgil van Dijk Van Dijk,Defender,0.2,0,D,LIV,833,0.0,0.0,0.0,0.0,0.0,0.0,0.5903128385543823,0.5903128385543823,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
319,,,116535,0,0,0,0,0,1,5.0,5.5,1,Alisson,1.0,281,False,,,55,116535.jpg,0.2,Ramses Becker,19.4,False,,a,Liverpool,14,1,16927,16927,64455,64455,0.2,0.2,Alisson,90,0,0,0,2,0,0,0,0,0,1,0,11,8.2,0.0,0.0,0.8,172,18,540,55,525,55,238,18,,,,,,,Alisson Ramses Becker Alisson,Goalkeeper,0.2,0,GK,LIV,1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
320,,,116643,0,0,0,0,0,3,3.0,3.5,1,Fabio Henrique,1.0,282,False,,,55,116643.jpg,0.2,Tavares,1.1,False,,a,Liverpool,14,1,5541,5541,8389,8389,0.2,0.2,Fabinho,58,0,0,0,1,0,0,0,0,0,0,0,12,9.8,4.3,2.0,1.6,162,61,134,79,170,92,199,92,,,2.0,,3.0,,Fabio Henrique Tavares Fabinho,Midfielder,0.2,0,M,LIV,3420,0.0,0.0,0.0,0.0,0.0,0.0,0.016877776011824608,0.016877776011824608,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
321,,,118748,0,0,0,0,1,3,5.0,5.5,12,Mohamed,12.0,283,True,,,130,118748.jpg,0.9,Salah,62.3,False,,a,Liverpool,14,12,90611,90611,14770,14770,0.9,0.9,Salah,90,1,1,0,2,0,0,0,0,0,0,2,34,39.6,20.0,25.0,8.5,17,7,53,36,44,24,27,16,,,,,2.0,,Mohamed Salah Salah,Midfielder,0.9,2,M,LIV,1250,0.3917771875858307,0.5341293215751648,2.0,1.0,1.0,0.3917771875858307,1.103966236114502,0.7121890187263489,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
322,,,122798,0,0,0,0,0,2,4.7,5.2,1,Andrew,1.0,284,False,,,70,122798.jpg,0.1,Robertson,12.3,False,,a,Liverpool,14,1,15361,15361,42430,42430,0.1,0.1,Robertson,90,0,0,0,2,0,0,0,0,0,0,0,4,13.2,7.8,8.0,2.9,131,65,119,37,117,24,137,46,2.0,,,,,,Andrew Robertson Robertson,Defender,0.1,0,D,LIV,1688,0.0,0.0,0.0,0.0,0.0,0.0,0.6676786541938782,0.6676786541938782,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
323,,,169187,0,0,0,0,0,2,5.0,5.5,1,Trent,1.0,285,False,,,75,169187.jpg,0.1,Alexander-Arnold,57.5,False,,a,Liverpool,14,1,26294,26294,98648,98648,0.1,0.1,Alexander-Arnold,90,0,0,0,2,0,0,0,0,0,0,0,13,12.2,20.9,2.0,3.5,141,70,51,12,181,55,120,35,1.0,,1.0,,,,Trent Alexander-Arnold Alexander-Arnold,Defender,0.1,0,D,LIV,1791,0.0,0.016877776011824608,0.0,1.0,0.0,0.0,0.7647606730461121,0.7478829026222229,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
324,,,171287,0,0,0,0,0,2,2.9,3.4,0,Joseph,0.0,286,False,,,45,171287.jpg,0.0,Gomez,0.3,False,,a,Liverpool,14,0,818,818,2288,2288,0.0,0.0,Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,385,168,384,165,333,142,401,168,,,,,,,Joseph Gomez Gomez,Defender,0.0,0,D,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
325,75.0,75.0,175592,0,0,0,0,0,3,1.9,2.3,0,Naby,0.0,287,False,Illness - 75% chance of playing,2022-08-05T11:30:05.929697Z,50,175592.jpg,0.0,Keita,0.1,False,,d,Liverpool,14,0,82,82,1680,1680,0.0,0.0,Keita,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,500,206,509,214,481,196,511,212,,,,,,,Naby Keita Keita,Midfielder,0.0,0,M,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
326,0.0,0.0,194634,0,0,0,0,0,4,0.0,0.0,0,Diogo,0.0,288,False,Hamstring injury - Expected back 27 Aug,2022-07-15T16:30:04.902721Z,90,194634.jpg,0.0,Teixeira da Silva,0.6,False,,i,Liverpool,14,0,272,272,10287,10287,0.0,0.0,Diogo Jota,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,573,60,573,60,573,60,573,60,,,,,,,Diogo Teixeira da Silva Diogo Jota,Forward,0.0,0,F,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
327,0.0,0.0,200720,0,0,0,0,0,1,0.0,0.0,0,Caoimhin,0.0,289,False,Muscle injury - Expected back 22 Aug,2022-07-29T22:30:04.925323Z,40,200720.jpg,0.0,Kelleher,0.2,False,,i,Liverpool,14,0,224,224,1372,1372,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,295,37,290,18,223,18,311,37,,,,,,,Caoimhin Kelleher Kelleher,Goalkeeper,0.0,0,GK,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
328,0.0,0.0,204716,0,0,0,0,0,2,0.0,0.0,0,Ibrahima,0.0,290,False,Knock - Unknown return date,2022-08-01T00:00:04.608818Z,50,204716.jpg,0.0,Konaté,0.5,False,,i,Liverpool,14,0,392,392,14659,14659,0.0,0.0,Konaté,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,508,204,516,204,492,201,518,204,,,,,,,Ibrahima Konaté Konaté,Defender,0.0,0,D,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
329,0.0,0.0,206915,0,0,0,0,0,3,0.0,0.0,0,Curtis,0.0,291,False,Muscle injury - Unknown return date,2022-08-01T00:00:04.624957Z,50,206915.jpg,0.0,Jones,0.0,False,,i,Liverpool,14,0,6,6,198,198,0.0,0.0,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,512,214,520,221,496,205,522,219,,,,,,,Curtis Jones Jones,Midfielder,0.0,0,M,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
330,0.0,0.0,214285,0,0,0,0,0,2,0.0,0.0,0,Konstantinos,0.0,292,False,Knock - Expected back 15 Aug,2022-08-05T11:30:05.986957Z,45,214285.jpg,0.0,Tsimikas,0.1,False,,i,Liverpool,14,0,50,50,1789,1789,0.0,0.0,Tsimikas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,177,401,174,357,158,417,177,3.0,,,,,,Konstantinos Tsimikas Tsimikas,Defender,0.0,0,D,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
331,,,244731,0,0,0,0,0,3,3.7,4.2,2,Luis,2.0,293,False,,,80,244731.jpg,0.2,Díaz,20.5,False,,a,Liverpool,14,2,38827,38827,86668,86668,0.2,0.2,Luis Díaz,77,0,0,0,2,0,0,0,0,0,0,0,1,0.0,3.4,24.0,2.5,571,248,144,86,49,27,154,74,,,,,,,Luis Díaz Luis Díaz,Midfielder,0.2,0,M,LIV,10408,0.1780596822500229,0.0,2.0,0.0,0.0,0.1780596822500229,0.6517009735107422,0.5903128385543823,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
332,,,444884,0,0,0,0,0,3,2.6,3.1,1,Harvey,1.0,294,False,,,50,444884.jpg,0.2,Elliott,0.2,False,,a,Liverpool,14,1,1514,1514,1001,1001,0.2,0.2,Elliott,39,0,0,0,1,0,0,0,0,0,0,0,3,4.0,13.1,4.0,2.1,216,92,92,55,144,79,172,83,,,,,,,Harvey Elliott Elliott,Midfielder,0.2,0,M,LIV,7546,0.0,0.016681650653481483,0.0,1.0,0.0,0.0,0.13335321843624115,0.11667156964540482,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
333,,,244858,0,0,0,0,0,3,3.0,3.5,1,Fábio,1.0,296,False,,,55,244858.jpg,0.2,Freitas Gouveia Carvalho,0.3,False,,a,Liverpool,14,1,1252,1252,2457,2457,0.2,0.2,Carvalho,12,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,4.0,0.2,544,237,240,127,148,83,272,127,,,,,,,Fábio Freitas Gouveia Carvalho Carvalho,Midfielder,0.2,0,M,LIV,9501,0.05921857804059982,0.0,1.0,0.0,0.0,0.05921857804059982,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
334,,,447203,0,0,0,0,0,4,4.0,4.5,9,Darwin,9.0,297,False,,,90,447203.jpg,1.0,Núñez Ribeiro,23.0,False,,a,Liverpool,14,9,167358,167358,33900,33900,1.0,1.0,Darwin,39,1,1,0,1,0,0,0,0,0,0,1,31,53.2,20.6,112.0,18.6,6,3,52,5,1,1,1,1,,,,,,,Darwin Núñez Ribeiro Darwin,Forward,1.0,2,F,LIV,10720,1.672695517539978,0.49157100915908813,4.0,2.0,1.0,1.672695517539978,2.164266586303711,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
335,,,489580,0,0,0,0,0,2,2.0,2.5,0,Calvin,0.0,298,False,,,40,489580.jpg,0.0,Ramsay,0.3,False,,a,Liverpool,14,0,731,731,1413,1413,0.0,0.0,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,326,133,321,130,255,95,342,133,,,,,,,Calvin Ramsay Ramsay,Defender,0.0,0,D,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
336,,,60706,0,0,0,0,0,1,2.0,2.5,0,Adrián,0.0,497,False,,,40,60706.jpg,0.0,San Miguel del Castillo,0.8,False,,a,Liverpool,14,0,2045,2045,3099,3099,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,276,30,270,10,203,10,292,30,,,,,,,Adrián San Miguel del Castillo Adrián,Goalkeeper,0.0,0,GK,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
337,0.0,0.0,219937,0,0,0,0,0,2,0.0,0.0,0,Rhys,0.0,498,False,Joined Blackpool on loan - Expected back 01 Jul,2022-07-19T23:00:04.376982Z,40,219937.jpg,0.0,Williams,0.0,False,,u,Liverpool,14,0,0,0,144,144,0.0,0.0,R.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,303,116,298,113,232,78,319,116,,,,,,,Rhys Williams R.Williams,Defender,0.0,0,D,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
338,0.0,0.0,152898,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,499,False,Transferred to Rangers - Unknown return date,2022-07-19T23:00:04.398981Z,40,152898.jpg,0.0,Davies,0.0,False,,u,Liverpool,14,0,0,0,133,133,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,285,105,280,102,213,66,301,105,,,,,,,Ben Davies Davies,Defender,0.0,0,D,LIV,660,0.030809756368398666,0.010532418265938759,1.0,1.0,0.0,0.030809756368398666,0.8779164552688599,0.8365743160247803,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
339,,,444765,0,0,0,0,0,2,2.0,2.5,0,Sepp,0.0,500,False,,,40,444765.jpg,0.0,van den Berg,0.3,False,,a,Liverpool,14,0,1293,1293,1884,1884,0.0,0.0,Van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,318,125,313,122,247,87,334,125,,,,,,,Sepp van den Berg Van den Berg,Defender,0.0,0,D,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
340,,,197464,0,0,0,0,0,2,2.0,2.5,0,Nathaniel,0.0,501,False,,,40,197464.jpg,0.0,Phillips,0.3,False,,a,Liverpool,14,0,866,866,1508,1508,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,292,110,287,107,220,71,308,110,,,,,,,Nathaniel Phillips Phillips,Defender,0.0,0,D,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
341,,,462491,0,0,0,0,0,2,2.0,2.5,0,Luke,0.0,563,False,,,40,462491.jpg,0.0,Chambers,0.0,False,,a,Liverpool,14,0,234,234,34,34,0.0,0.0,Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,321,128,316,125,250,90,337,128,,,,,,,Luke Chambers Chambers,Defender,0.0,0,D,LIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 3]",2.75,"[2, 3, 4, 5]","['Crystal Palace', 'Man Utd', 'Bournemouth', 'Newcastle']","['H', 'a', 'H', 'H']"
